,NAME,WEBSITE_LINK,AVG_DEBT,AVG_MONTHLY_REPAY,FINANCIAL_AID_CALC,SCHOOL_MEDIAN_EARNINGS,NATIONAL_4_YEAR_MEDIAN,EARNINGS_VS_HS_GRAD,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,INDIGENOUS_POP,HAWAIIAN/PACIFIC_ISLANDER_POP,MULTIRACIAL_POP,UNKNOWN_RACE_POP,INTERNATIONAL_POP,COST_AFTER_AID_0_30,COST_AFTER_AID_30_48,COST_AFTER_AID_48_75,COST_AFTER_AID_75_110,COST_AFTER_AID_110,MONTHLY_REPAY_PERCENTAGE
95,Refrigeration School Inc,https://www.rsi.edu/,8233,87.2835018971928,https://www.rsi.edu/tuition-planning/tuition-calculator/,52953.0,31213.0,0.7227,0.3182,0.1323,0.3525,0.0131,0.1646,0.0111,0.002,0.0061,0.0,24006.0,24182.0,26139.0,28955.0,29643.0,0.019779842931775603
96,Rio Salado College,www.rio.maricopa.edu/,9500,100.715810521478,cdn.maricopa.edu/npc/rsc/npcalc.htm,41015.0,31213.0,0.6565,0.4191,0.1193,0.3268,0.0323,0.018,0.0048,0.0475,0.029,0.0033,6249.0,9814.0,8651.0,11938.0,4711.0,0.02946701758521848
97,Roberto-Venn School of Luthiery,www.roberto-venn.com/,PS,PS,roberto-venn.com/guitar-making-repair-program/net-price-calculator/,35209.0,31213.0,0.6604,0.8889,0.0,0.037,0.037,0.037,0.0,0.0,0.0,0.0,26594.0,,,,,
98,Scottsdale Community College,www.scottsdalecc.edu/,8000,84.8133141233502,https://www.scottsdalecc.edu/students/student-business-services/net-price-calculator,47905.0,40241.5,0.6331,0.5062,0.0455,0.2895,0.0339,0.0443,0.0014,0.0509,0.0198,0.0085,11832.0,12706.0,15001.0,16230.0,18529.0,0.02124537667216788
99,South Mountain Community College,www.southmountaincc.edu/,8000,84.8133141233502,www.southmountaincc.edu/disclosures/,39825.0,31213.0,0.6,0.1346,0.1501,0.5762,0.0224,0.0406,0.0014,0.0474,0.021,0.0064,10208.0,10804.0,13113.0,15570.0,12731.0,0.025555800865792903
100,Arizona Christian University,arizonachristian.edu/,23000,243.838278104632,www.arizonachristian.edu/financial-aid/calculator/,51612.0,53747.0,0.7031,0.4864,0.107,0.2675,0.0126,0.0146,0.0068,0.0691,0.0039,0.0321,24298.0,26066.0,30446.0,31393.0,30955.0,0.05669339179368333
101,Universal Technical Institute of Arizona Inc,www.uti.edu/,13124,139.136241819356,www.uti.edu/admissions/tuition,52873.0,40241.5,0.7464,0.3687,0.0335,0.3235,0.0228,0.0401,0.0274,0.1121,0.072,0.0,23338.0,22932.0,25908.0,28521.0,29098.0,0.03157821386780157
102,Yavapai College,https://www.yc.edu/,9000,95.414978388769,https://www.yc.edu/v6/public/compare/cost-comparison.html,39890.0,31213.0,0.5816,0.6198,0.0157,0.2242,0.0126,0.0254,0.0056,0.0419,0.0523,0.0025,4830.0,5306.0,7899.0,8590.0,1002.0,0.02870342794347526
103,University of Arkansas at Little Rock,ualr.edu/www/,22000,233.236613839213,ualr.edu/finaid/npc/npcalc.htm,45265.0,53747.0,0.6714,0.4933,0.2597,0.0344,0.0217,0.0104,0.0,0.1474,0.0048,0.0283,14678.0,16019.0,18993.0,20744.0,21300.0,0.06183230677279479
104,University of Arkansas for Medical Sciences,https://www.uams.edu/,14000,148.423299715862,https://studentfinancialservices.uams.edu/tuition-and-fees/,73827.0,53747.0,0.9032,0.6076,0.1181,0.0925,0.0808,0.0047,0.0,0.0365,0.0559,0.0039,,,,,,0.024125043637020928
105,Arkansas Baptist College,https://www.arkansasbaptist.edu/,25375,269.017230735001,https://www.arkansasbaptist.edu/net-price-calculator/,28418.0,53747.0,0.376,0.0342,0.839,0.0805,0.0,0.004,0.0,0.0282,0.0,0.0141,7915.0,7189.0,8651.0,9172.0,20244.0,0.11359725416355874
106,Arkansas Beauty School-Little Rock,arbs.edu/,6333,67.1403397928971,nces.ed.gov/collegenavigator/,18078.0,31213.0,,0.0204,0.9184,0.0612,0.0,0.0,0.0,0.0,0.0,0.0,23739.0,,,,,0.04456710241811954
107,Arkansas Beauty College,https://www.arkansasbeautycollege.us/,PS,PS,arkbeautycollege.wixsite.com/netpricecalculator,16857.0,31213.0,,0.7586,0.069,0.069,0.069,0.0345,0.0,0.0,0.0,0.0,10421.0,12716.0,9678.0,12226.0,,
108,Lyon College,www.lyon.edu/,21500,227.935781706503,https://lyon.virtueanalytics.com/#!/home/npc,44232.0,53747.0,0.6838,0.5112,0.0613,0.0327,0.0123,0.0061,0.002,0.0123,0.2924,0.0695,21673.0,20562.0,23598.0,30162.0,27780.0,0.06183824788564921
109,Arkansas Technical School,www.arktech.edu/,16500,174.927460379409,arktech.edu/careeer-services/net-price-calculator/,16209.0,31213.0,0.2332,0.1333,0.8333,0.0167,0.0167,0.0,0.0,0.0,0.0,0.0,23683.0,,,,,0.1295039499384853
110,Arthur's Beauty College,www.arthursbeautycollege.com/,10500,111.317474786897,https://www.arthursbeautycollege.com/fort-smith.html,21470.0,31213.0,0.2688,0.625,0.25,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,15011.0,,,,,0.06221749871647713
111,University of Arkansas,https://www.uark.edu/,21500,227.935781706503,https://finaid.uark.edu/aid-calculator.php,58191.0,53747.0,0.7733,0.7421,0.0429,0.1068,0.028,0.0082,0.0012,0.0468,0.01,0.014,11556.0,12575.0,15514.0,18867.0,20093.0,0.047004337105016857
112,University of Arkansas at Pine Bluff,www.uapb.edu/,24202,256.581478551665,www.uapb.edu/admissions/net_price_calculator.aspx,35550.0,53747.0,0.521,0.026,0.9021,0.026,0.0028,0.0051,0.0014,0.0204,0.0,0.0162,8927.0,9792.0,11934.0,9722.0,16718.0,0.08660978178959156
113,Arkansas State University-Beebe,www.asub.edu/,8093,85.7992689000342,https://www.asub.edu/net-price-calculator/,36603.0,40241.5,0.5588,0.8054,0.0623,0.0689,0.0066,0.0044,0.0,0.0388,0.0137,0.0,9044.0,9195.0,11924.0,13609.0,14958.0,0.028128602212944578
114,Arkansas State University,www.astate.edu/,20500,217.334117441085,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot,42617.0,53747.0,0.6594,0.6873,0.1443,0.0472,0.01,0.0025,0.0011,0.0347,0.0078,0.0651,7737.0,9470.0,12927.0,15472.0,15842.0,0.06119645703106788
115,Arkansas Tech University,https://www.atu.edu/,21000,222.634949573794,https://www.atu.edu/finaid/npcalc.html,41766.0,40241.5,0.6505,0.7205,0.0706,0.1074,0.018,0.0079,0.0007,0.0475,0.0,0.0275,12444.0,13060.0,14438.0,16451.0,16016.0,0.0639663696520023
116,University of Arkansas at Monticello,www.uamont.edu/,19971,211.725837044678,www.uamont.edu/NetPrice/npcalc.htm,36902.0,31213.0,0.5234,0.5465,0.2908,0.0825,0.0016,0.0022,0.0016,0.066,0.0,0.0088,11986.0,11410.0,12881.0,14150.0,13622.0,0.06885019902813225
117,Arthur's Beauty College,arthursbeautycollege.com/,9833,104.246164721862,https://www.arthursbeautycollege.com/jacksonville.html,21954.0,31213.0,0.2992,0.7297,0.2703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11630.0,,,,,0.05698068582774638
118,Baptist Health College Little Rock,https://www.bhclr.edu/,10000,106.016642654187,https://www.bhclr.edu/student-services/accounts/netprice/npcalc.htm,62244.0,40241.5,0.82,0.5938,0.3005,0.0401,0.0091,0.0018,0.0036,0.0437,0.0073,0.0,,,,,,0.020438913177980914
119,Black River Technical College,www.blackrivertech.edu/,9500,100.715810521478,www.blackrivertech.org/financial-aid/net-price-calculator,34818.0,31213.0,0.525,0.9003,0.0379,0.0299,0.004,0.002,0.003,0.0199,0.003,0.0,4773.0,5563.0,8779.0,12574.0,,0.0347116355407472
120,University of Central Arkansas,www.uca.edu/,20346,215.70146114421,uca.edu/financialaid/financial-aid-net-price-calculator/,45938.0,53747.0,0.626,0.6508,0.1731,0.0673,0.0213,0.0036,0.0009,0.0488,0.0017,0.0325,13601.0,14316.0,16869.0,18715.0,19043.0,0.0563458908470225
121,Central Baptist College,www.cbc.edu/,22250,235.887029905567,https://www.cbc.edu/estimateexpenses,46789.0,53747.0,0.6589,0.5971,0.1656,0.0982,0.0082,0.0082,0.0,0.0409,0.0286,0.0532,16873.0,18247.0,18999.0,20316.0,22018.0,0.06049807345458984
122,Cossatot Community College of the University of Arkansas,www.cccua.edu/,PS,PS,www.cccua.edu/Content/Uploads/cccua/files/npcalc/npc.html,33775.0,31213.0,0.5081,0.4706,0.1489,0.3049,0.006,0.0072,0.0012,0.0612,0.0,0.0,3403.0,4130.0,6984.0,8481.0,,
123,Crowley's Ridge College,www.crc.edu/,26228,278.060450353403,crc.edu/wp/financial-aid/,39533.0,53747.0,0.5484,0.807,0.1754,0.0058,0.0,0.0058,0.0,0.0,0.0058,0.0,14719.0,14859.0,13665.0,16688.0,17977.0,0.08440354651154316
124,East Arkansas Community College,https://www.eacc.edu/,6000,63.6099855925127,https://www.eacc.edu/pages?id=100,28471.0,31213.0,0.4125,0.4644,0.4701,0.0116,0.0058,0.0039,0.0116,0.0308,0.0,0.0019,8156.0,8022.0,10246.0,9676.0,,0.02681043261951292
125,Paul Mitchell the School-Little Rock,paulmitchell.edu/littlerock,10725,113.702849246616,paulmitchell.edu/littlerock/programs/cosmetology,24765.0,31213.0,0.2926,0.5587,0.2849,0.0559,0.0056,0.0335,0.0028,0.0447,0.0112,0.0028,20066.0,20387.0,24561.0,25470.0,25470.0,0.05509526311162496
126,National Park College,www.np.edu/,10500,111.317474786897,https://np.edu/admissions/financial-aid/cost-attendance.aspx,32444.0,31213.0,0.462,0.7424,0.1072,0.0918,0.0166,0.0149,0.0,0.0017,0.0116,0.0138,7785.0,7983.0,9066.0,8540.0,,0.04117278071269769
127,University of Arkansas Community College-Batesville,www.uaccb.edu/,10250,108.667058720542,www.uaccb.edu/net-price-calculator/,33706.0,31213.0,0.5709,0.7925,0.0231,0.0965,0.0072,0.0086,0.0014,0.0605,0.0014,0.0086,7235.0,8443.0,9911.0,10421.0,,0.03868761361913321
128,Harding University,www.harding.edu/,26500,280.944103033597,www.harding.edu/admissions/cost/npc,52876.0,53747.0,0.7317,0.7892,0.051,0.0453,0.0153,0.0041,0.0006,0.0369,0.0003,0.0572,16656.0,14654.0,17597.0,21294.0,22536.0,0.0637591579620842
129,Henderson State University,https://www.hsu.edu/,19500,206.732453175666,https://www.hsu.edu/pages/future-students/financial-aid/net-price-calculator/,43459.0,53747.0,0.5951,0.6183,0.2222,0.0728,0.0183,0.0111,0.0028,0.0,0.0322,0.0222,17580.0,16525.0,18779.0,18918.0,19916.0,0.0570834450426377
130,Hendrix College,https://www.hendrix.edu/,26688,282.937215915496,https://collegenpc.com/hendrixcollege,60376.0,53747.0,0.6964,0.6877,0.0745,0.0914,0.0319,0.008,0.0009,0.0506,0.0266,0.0284,14694.0,19080.0,21365.0,25471.0,25807.0,0.05623503695153624
131,Hot Springs Beauty College,hotspringsbeautycollege.com/,9700,102.836143374562,hotspringsbeautycollege.com/disclosures,21563.0,31213.0,,0.7556,0.1889,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,12935.0,12803.0,,,,0.0572292223018478
132,Jefferson Regional School of Nursing,www.jrmc.org/,12000,127.219971185025,www.jrmc.org/schoolofnursing/Calculator/npcalc.htm,73975.0,40241.5,0.8475,0.6667,0.2464,0.0725,0.0145,0.0,0.0,0.0,0.0,0.0,,,,,,0.020637237637313958
133,John Brown University,https://www.jbu.edu/,21250,225.285365640149,https://admissions.jbu.edu/register/net-price-calculator,53907.0,53747.0,0.7325,0.7075,0.0133,0.0938,0.0199,0.017,0.0015,0.0598,0.0066,0.0805,15284.0,13907.0,18506.0,21807.0,25124.0,0.050149783658556185
134,Career Academy of Hair Design,www.beautynwa.com/,6365,67.4795930493905,www.beautynwa.com/npcalc/,21567.0,31213.0,0.2926,0.6391,0.0783,0.2217,0.0043,0.0435,0.0,0.0043,0.0087,0.0,12858.0,11638.0,17759.0,,,0.03754602478753123
135,Academy of Salon and Spa,www.academysalonspa.com/,4833,51.2378433947689,www.academysalonspa.com/courses/financial-aid/,16941.0,31213.0,0.2913,0.5821,0.0746,0.1194,0.0149,0.1642,0.0,0.0448,0.0,0.0,14331.0,15191.0,15784.0,17515.0,17515.0,0.03629385046557032
136,Arkansas State University Mid-South,www.asumidsouth.edu/,PS,PS,www.asumidsouth.edu/NetPriceCalculator16/npcalc.htm,31857.0,31213.0,0.4416,0.3099,0.589,0.044,0.0,0.0044,0.0,0.0396,0.0,0.0132,8011.0,8314.0,10155.0,,,
137,Arkansas Northeastern College,www.anc.edu/,PS,PS,www.anc.edu/netprice/index.html,33169.0,31213.0,0.5131,0.5481,0.3529,0.0695,0.0067,0.0013,0.0027,0.004,0.0147,0.0,3853.0,3868.0,5666.0,6293.0,,
138,New Tyler Barber College Inc,newtylerbarbercollege.edu/,PS,PS,https://www.newtylerbarbercollege.edu/prospective-students/net-price-calculator/,18715.0,31213.0,0.2742,0.0,0.9643,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,15739.0,,,,,
139,North Arkansas College,www.northark.edu/,9000,95.414978388769,www.northark.edu/paying-for-college/,34653.0,31213.0,0.5396,0.8198,0.0232,0.0874,0.0036,0.0027,0.0018,0.041,0.0161,0.0045,7538.0,6080.0,8337.0,12404.0,,0.033041287642202065
140,Northwest Technical Institute,www.nwti.edu/,PS,PS,www.nwtionline.com/NetPriceCalculator/npcalc.htm,41513.0,31213.0,0.6684,0.5174,0.0249,0.3731,0.0149,0.0149,0.0547,0.0,0.0,0.0,5563.0,5969.0,7641.0,8243.0,8405.0,
141,Ouachita Baptist University,obu.edu/,21050,223.165032787065,obu.edu/finaid/netpricecal.php,51673.0,53747.0,0.6925,0.8009,0.0643,0.0592,0.012,0.0032,0.0006,0.0384,0.0,0.0214,20656.0,20684.0,21996.0,24057.0,24619.0,0.0518255257764167
142,Arkansas State University Three Rivers,www.asutr.edu/,10250,108.667058720542,www.asutr.edu/sites/default/static/netpricecalc/npcalc.htm,37374.0,31213.0,0.5671,0.6928,0.2332,0.0314,0.009,0.0135,0.0045,0.009,0.0022,0.0045,3110.0,,,,,0.034890691514060684
143,Ozarka College,https://www.ozarka.edu/,9818,104.087139757881,https://www.ozarka.edu/finaid/npcalc.cfm,29314.0,31213.0,0.4552,0.9365,0.0195,0.0244,0.0049,0.013,0.0016,0.0,0.0,0.0,4270.0,6102.0,6659.0,8345.0,,0.04260918595533097
144,University of the Ozarks,https://ozarks.edu/,20875,221.309741540617,https://ozarks.edu/admissions-aid/costs-and-aid/costs-of-attendance/net-price-calculator/,44384.0,53747.0,0.6538,0.4237,0.0626,0.1343,0.013,0.0065,0.0065,0.0456,0.0326,0.2751,12114.0,12646.0,14736.0,18027.0,20657.0,0.05983500582388708
145,University of Arkansas Community College-Morrilton,www.uaccm.edu/,10315,109.356166897794,www.uaccm.edu/finance/calculator.html,34924.0,31213.0,0.5584,0.7103,0.0928,0.133,0.0053,0.0033,0.0,0.0527,0.002,0.0007,6180.0,7626.0,7350.0,11089.0,11200.0,0.037575134657356776
146,Philander Smith University,https://www.philander.edu/,24736,262.242767269398,https://www.philander.edu/admissions/paying-for-college/net-price-calculator,38427.0,53747.0,0.4428,0.0065,0.8473,0.0131,0.0,0.0,0.0183,0.0235,0.0248,0.0666,17548.0,15995.0,17723.0,17297.0,24451.0,0.08189328355668607
147,Phillips Community College of the University of Arkansas,www.pccua.edu/,PS,PS,https://www.pccua.edu/net-price-calculator/,29552.0,31213.0,0.4171,0.388,0.5617,0.0292,0.0065,0.0,0.0,0.0114,0.0032,0.0,3999.0,4755.0,7650.0,8692.0,,
148,Southeast Arkansas College,https://www.seark.edu/,8600,91.1743126826015,https://www.seark.edu/net-price-calculator,33603.0,31213.0,0.4863,0.1952,0.5856,0.1952,0.0063,0.0013,0.0,0.0165,0.0,0.0,5231.0,6598.0,8238.0,7493.0,8301.0,0.03255934744490724
149,University of Aesthetics & Cosmetology,https://www.pcec.edu/,9833,104.246164721862,https://www.pcec.edu/wp-content/uploads/2022/08/index.html,26754.0,31213.0,,0.4815,0.2963,0.037,0.0,0.0,0.0,0.1111,0.0741,0.0,11713.0,,,,,0.04675764284452209
150,University of Arkansas-Pulaski Technical College,uaptc.edu/,12080,128.068104326258,uaptc.edu/cost-calculator,34722.0,31213.0,0.5082,0.3874,0.4021,0.11,0.0168,0.0067,0.0021,0.0427,0.0256,0.0065,12131.0,12043.0,15012.0,16393.0,17079.0,0.04426062012312356
151,University of Arkansas Hope-Texarkana,www.uaht.edu/,PS,PS,www.uaht.edu/netcalculator/netprice.html,34162.0,31213.0,0.5009,0.5071,0.3509,0.0938,0.0099,0.0043,0.0014,0.0298,0.0028,0.0,6616.0,7731.0,6305.0,,,
152,University of Arkansas Community College Rich Mountain,https://www.uarichmountain.edu/,6500,68.910817725222,https://www.uarichmountain.edu/financial-aid/net-price-calculator.html,30037.0,31213.0,0.3856,0.7982,0.0181,0.0975,0.0068,0.0227,0.0023,0.0136,0.0,0.0408,4027.0,3802.0,5514.0,8326.0,,0.027530372963433903
153,Paul Mitchell the School-Arkansas,https://paulmitchell.edu/arkansas/,9833,104.246164721862,https://paulmitchell.edu/arkansas/tuition-calculator,20077.0,31213.0,0.49,0.6972,0.0367,0.1743,0.0,0.0826,0.0,0.0092,0.0,0.0,9079.0,10235.0,12866.0,14975.0,15574.0,0.06230781375017901
154,Searcy Beauty College,searcybeautycollege.com/,12429,131.76808515489,searcybeautycollege.com/net-price-calculator,19896.0,31213.0,,0.8571,0.0833,0.0357,0.0,0.0119,0.0,0.0119,0.0,0.0,11966.0,,,,,0.07947411649872739
155,Shorter College,www.shortercollege.edu/,29500,312.749095829854,prospect.studentaidprocess.com/saintprospect/(S(pyjrvepymhz0cykrt5k2ztkg))/netpricecalculator?corpid=123,,40241.5,0.2455,0.2305,0.7352,0.0187,0.0,0.0062,0.0,0.0,0.0093,0.0,13423.0,16790.0,,,,
156,Williams Baptist University,https://williamsbaptistuniversity.com/,21820,231.328314271437,https://williamsbu.edu/wp-content/uploads/2023/08/index.html,38484.0,53747.0,0.6735,0.804,0.0737,0.018,0.0018,0.0,0.0018,0.0234,0.0,0.0773,11008.0,9691.0,10099.0,12520.0,9640.0,0.07213230878435828
157,South Arkansas College,www.southark.edu/,11153,118.240361552215,https://www.southark.edu/admissions/support/net-price-calculator,34521.0,31213.0,0.505,0.4871,0.3998,0.056,0.0034,0.0022,0.0022,0.0325,0.0056,0.0112,5632.0,,,,,0.041102063631603375
158,Southern Arkansas University Main Campus,https://www.saumag.edu/,18750,198.781204976602,https://www.saumag.edu/netprice/,42386.0,53747.0,0.6186,0.6261,0.2257,0.0657,0.0068,0.0032,0.0004,0.0531,0.0,0.019,14793.0,14333.0,17594.0,19066.0,19933.0,0.056277413762072945
159,Southern Arkansas University Tech,www.sautech.edu/,6000,63.6099855925127,www.sautech.edu/netPriceCalc/index.html,36376.0,31213.0,0.5288,0.5074,0.378,0.0491,0.0015,0.0015,0.0,0.0595,0.0,0.003,3373.0,3393.0,4649.0,5888.0,8708.0,0.02098416063091468
160,Velvatex College of Beauty Culture,www.velvatexcollege.com/,PS,PS,www.velvatexnetpricecalculator.com/,17412.0,31213.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7606.0,,,,,
161,University of Arkansas-Fort Smith,https://uafs.edu/,18250,193.480372843892,https://uafs.edu/tuition-and-aid/net-price-calculator.html,41102.0,53747.0,0.6103,0.5904,0.0401,0.1764,0.0524,0.0239,0.0017,0.1007,0.0,0.0145,9197.0,9530.0,11055.0,13361.0,12307.0,0.05648787100692677
162,Academy of Art University,www.academyart.edu/,31000,328.651592227982,https://npc.collegeboard.org/student/app/academyart,39008.0,53747.0,0.5087,0.2245,0.1072,0.1737,0.062,0.0042,0.0054,0.0515,0.1984,0.173,34401.0,34934.0,36946.0,41257.0,42519.0,0.10110282779777953
163,Academy of Chinese Culture and Health Sciences,www.acchs.edu/,PS,PS,www.acchs.edu/npcalc.htm,,,,,,,,,,,,,,,,,,
164,College of Alameda,https://alameda.edu/,PS,PS,https://misweb.cccco.edu/npc/341/npcalc.htm,42563.0,40241.5,0.5518,0.156,0.1858,0.2668,0.2498,0.0028,0.0064,0.0708,0.0371,0.0246,12458.0,13175.0,16249.0,16909.0,12736.0,
165,Allan Hancock College,www.hancockcollege.edu/,PS,PS,https://misweb.cccco.edu/npc/611/npcalc.htm,42786.0,40241.5,0.564,0.203,0.0224,0.6785,0.0308,0.0028,0.0068,0.0299,0.0229,0.0028,3193.0,3395.0,6084.0,7663.0,,
166,American Academy of Dramatic Arts-Los Angeles,www.aada.edu/,12000,127.219971185025,https://www.aada.edu/admissions/net-price-calculator/,27019.0,40241.5,0.2986,0.3409,0.1273,0.1409,0.0318,0.0,0.0,0.0409,0.0045,0.3136,42796.0,41705.0,43405.0,42538.0,41580.0,0.05650244843333581
167,Berkeley School of Theology,www.bst.edu/,PS,PS,https://www.bst.edu/prospective-students/tuition-and-fees/,,,,0.0526,0.3158,0.3158,0.0526,0.0,0.0,0.0,0.0,0.2632,,,,,,
168,American Film Institute Conservatory,www.afi.com/,PS,PS,conservatory.afi.com/tuition-and-fees/,,,,,,,,,,,,,,,,,,
169,American Beauty College,https://www.americanbeautycollege.edu/,5430,57.5670369612239,https://americanbeautycollege.edu/cosmetology-scholarships/,22481.0,31213.0,0.371,0.0812,0.0299,0.7949,0.0684,0.0214,0.0,0.0,0.0043,0.0,23973.0,24052.0,23227.0,28840.0,30022.0,0.0307283681123921
170,American Career College-Los Angeles,https://americancareercollege.edu/,9500,100.715810521478,https://americancareercollege.aidcalc.cloud/,38430.0,31213.0,0.5813,0.0716,0.1082,0.6267,0.1432,0.0051,0.0096,0.0325,0.003,0.0,27319.0,28717.0,28110.0,30553.0,32478.0,0.03144912116205402
171,American River College,https://www.arc.losrios.edu/,9625,102.041018554655,https://www.arc.losrios.edu/admissions/cost-of-attendance/net-price-calculator,40162.0,40241.5,0.5592,0.3711,0.0672,0.3206,0.1131,0.0059,0.0091,0.0508,0.0602,0.002,4902.0,4941.0,7108.0,9139.0,,0.030488825821818135
172,Antelope Valley Community College District,www.avc.edu/,12500,132.520803317734,https://misweb.cccco.edu/npc/621/npcalc.htm,36526.0,40241.5,0.4744,0.1458,0.122,0.6379,0.0376,0.002,0.0015,0.0386,0.0127,0.0021,817.0,1034.0,3556.0,6269.0,,0.04353747029000733
173,Art Center College of Design,www.artcenter.edu/,31000,328.651592227982,https://tcc.ruffalonl.com/Art-Center-College-of-Design/Freshman-Calculator,71958.0,53747.0,0.6624,0.1041,0.0123,0.0975,0.3034,0.0005,0.0024,0.0383,0.0,0.4416,42702.0,39973.0,51297.0,49593.0,56010.0,0.05480723625914817
174,Associated Technical College-Los Angeles,www.atcla.edu/,9500,100.715810521478,https://www.atcla.edu/calculator2019/,24368.0,31213.0,0.3698,0.297,0.3119,0.2426,0.005,0.0,0.0099,0.0149,0.1188,0.0,23241.0,27357.0,,,,0.04959741161596093
175,Associated Technical College-San Diego,www.atcsd.edu/,9500,100.715810521478,www.atcsd.edu/calculator2019,26688.0,31213.0,0.3981,0.2553,0.1064,0.6064,0.0,0.0,0.0319,0.0,0.0,0.0,21686.0,21415.0,22332.0,,,0.04528588602584442
176,Azusa Pacific University,www.apu.edu/,23219,246.160042578758,https://www.apu.edu/undergraduate-admissions/financialaid/calculator/,66677.0,53747.0,0.7631,0.2793,0.0646,0.3765,0.134,0.0033,0.0066,0.0571,0.0407,0.038,18907.0,19768.0,19999.0,21048.0,28810.0,0.04430194086334262
177,Bakersfield College,https://www.bakersfieldcollege.edu/,8312,88.1210333741609,https://misweb.cccco.edu/npc/521/npcalc.htm,37291.0,40241.5,0.4976,0.1626,0.0592,0.6918,0.0399,0.0031,0.0014,0.0345,0.0056,0.0018,5333.0,5855.0,7894.0,10313.0,5102.0,0.028356772424711883
